respondent's year of birth,respondent's current age,age in 5-year groups,region,type of place of residence,source of drinking water,type of toilet facility,household has: electricity,household has: radio,household has: television,household has: bicycle,household has: motorcycle/scooter,household has: car/truck,main floor material,main wall material,main roof material,number of household members (listed),number of children 5 and under in household (de jure),educational attainment,relationship to household head,sex of household head,age of household head,literacy,type of cooking fuel,owns a mobile telephone,last 12 months use mobile telephone for financial transactions,is respondent's mobile phone a smart phone,has an account in a bank or other financial institution,use of internet,frequency of using internet last month,self reported health status,wealth index combined,years lived in place of residence,educational attainment head,frequency of listening to radio,frequency of watching television,age at first sex,husband/partner's occupation (grouped),respondent currently working,respondent's occupation (grouped),husband/partner's educational attainment,husband/partner's age,respondent worked in last 12 months,currently working,occupation (grouped),use mobile telephone for financial transactions,respondent education,how much paid in last month.1,income_group
1994.0,28.0,2,8,0,11,11,0,2,0,0,0,0,4,2,12,2.0,0.0,0,6,1,26.0,0,13,0,1,0,0,0,3,2,2,1,0,0,2,15.0,11,1,1,4,28.0,0,1,1,1,3,5000.0,0
2000.0,21.0,1,8,0,11,8,0,0,0,0,0,0,4,0,5,2.0,0.0,3,6,1,26.0,1,13,1,1,0,0,0,3,2,2,49,3,0,2,16.0,1,0,6,3,26.0,3,1,1,1,3,10000.0,1
1998.0,23.0,1,8,0,11,8,0,0,0,0,0,0,4,0,5,7.0,2.0,3,6,1,26.0,3,13,1,0,0,0,0,3,1,2,49,0,0,2,15.0,1,0,6,0,26.0,3,1,1,0,3,10000.0,1
1998.0,23.0,1,8,0,13,8,0,2,0,0,0,0,4,0,5,5.0,1.0,0,6,1,26.0,0,13,1,0,0,0,0,3,1,2,49,1,0,1,16.0,1,0,6,1,26.0,3,1,1,0,3,10000.0,1
2006.0,15.0,0,8,0,11,12,0,0,0,0,0,0,4,0,5,4.0,0.0,0,5,0,56.0,1,13,0,0,0,0,0,3,1,2,49,2,0,2,20.0,7,0,6,2,29.0,3,1,7,0,3,5000.0,0
1999.0,22.0,1,8,0,13,8,0,2,0,0,0,0,4,0,5,5.0,2.0,3,6,1,27.0,3,13,0,0,0,0,0,3,1,2,49,1,0,1,16.0,4,0,6,1,27.0,3,1,1,0,3,10000.0,1
1992.0,29.0,2,8,0,15,11,0,0,0,0,0,0,4,0,5,8.0,2.0,0,6,1,49.0,1,11,1,1,0,0,0,3,1,2,49,3,2,2,14.0,1,0,6,5,49.0,3,1,1,1,3,10000.0,1
1987.0,34.0,3,8,0,8,8,0,0,2,0,0,0,4,0,5,6.0,0.0,5,6,1,38.0,3,13,1,1,1,0,0,3,1,2,49,0,1,0,12.0,4,0,6,0,37.0,3,1,1,1,2,12000.0,1
1989.0,32.0,3,8,0,11,12,0,0,0,0,0,0,4,0,5,6.0,2.0,5,6,1,40.0,3,11,1,1,0,0,0,3,1,2,49,3,2,2,25.0,4,0,6,3,40.0,3,1,1,1,2,10000.0,1
2002.0,19.0,0,8,0,8,8,0,0,0,0,0,0,4,0,5,5.0,3.0,5,6,1,30.0,3,13,1,1,0,0,0,3,0,2,49,3,0,2,15.0,1,0,6,5,30.0,3,1,1,1,2,10000.0,1
1992.0,30.0,3,8,0,11,8,0,2,2,0,2,0,4,0,5,5.0,1.0,4,6,1,32.0,0,6,1,1,1,1,2,1,2,1,49,1,1,0,15.0,7,1,7,1,32.0,0,1,7,1,4,7000.0,0
1986.0,36.0,4,8,0,9,8,0,0,0,0,0,0,4,0,5,7.0,2.0,3,6,1,42.0,3,11,0,0,0,0,0,3,1,2,49,3,2,2,15.0,4,0,6,3,42.0,3,1,1,0,3,10000.0,1
1995.0,26.0,2,8,0,11,8,0,0,0,0,0,0,4,0,5,7.0,2.0,0,6,1,32.0,1,13,0,0,0,0,0,3,1,2,49,0,2,2,16.0,5,0,6,0,32.0,3,1,1,0,3,10000.0,1
1996.0,25.0,2,8,0,11,8,0,0,0,0,0,0,4,0,5,5.0,2.0,5,6,1,30.0,0,13,0,0,0,0,0,3,1,2,49,3,2,2,15.0,1,0,6,5,30.0,3,1,1,0,2,10000.0,1
1986.0,35.0,4,8,0,13,10,0,0,0,2,0,0,4,0,5,9.0,2.0,5,6,1,30.0,3,13,0,0,0,0,0,3,1,2,49,3,1,1,12.0,4,0,6,3,30.0,3,1,1,0,2,3000.0,0
1994.0,28.0,2,8,1,12,11,0,2,2,0,0,0,4,0,5,4.0,0.0,0,6,1,32.0,1,13,1,1,0,0,0,3,1,0,43,1,0,0,17.0,11,0,6,1,32.0,3,1,10,1,3,20000.0,2
1984.0,38.0,4,8,1,15,11,0,0,0,0,0,0,4,0,5,9.0,2.0,5,6,1,46.0,3,13,1,1,0,0,0,3,1,2,49,3,0,2,23.0,10,0,6,0,46.0,3,1,10,1,2,20000.0,2
1981.0,40.0,5,8,0,9,11,0,2,0,0,0,0,4,0,5,9.0,1.0,5,6,1,42.0,3,13,1,1,0,0,0,3,1,2,49,0,0,1,16.0,1,0,6,0,45.0,3,1,1,1,2,10000.0,1
1981.0,40.0,5,8,0,6,12,0,0,0,0,0,0,4,0,5,9.0,2.0,5,6,1,44.0,3,13,1,0,0,0,0,3,1,2,49,5,2,2,19.0,4,0,6,5,44.0,3,1,1,0,2,10000.0,1
1993.0,29.0,2,8,0,9,8,0,0,0,0,0,0,4,0,5,5.0,2.0,3,6,1,33.0,0,13,1,1,0,0,0,3,1,2,49,5,2,2,20.0,1,0,6,5,38.0,3,1,1,1,3,5000.0,0
1998.0,23.0,1,8,0,11,11,0,2,2,0,2,0,4,7,5,5.0,2.0,3,6,1,29.0,0,13,1,1,1,0,0,3,1,1,49,3,1,0,16.0,1,1,1,3,36.0,0,1,8,1,3,21000.0,2
2000.0,21.0,1,8,0,11,8,0,2,2,0,0,0,4,13,5,4.0,1.0,0,6,1,32.0,1,13,0,1,0,0,0,3,1,1,49,3,0,1,17.0,1,1,1,5,31.0,0,1,1,1,3,9000.0,0
1987.0,35.0,4,8,0,11,12,0,0,0,0,0,0,4,0,5,7.0,0.0,3,6,1,38.0,3,13,1,0,0,0,0,3,1,2,49,3,0,2,12.0,4,0,6,5,38.0,3,1,1,0,3,8000.0,0
2001.0,20.0,1,8,0,11,8,0,0,0,0,0,0,4,0,5,3.0,1.0,0,6,1,24.0,0,13,0,1,0,0,0,3,1,2,49,0,0,1,18.0,11,0,1,0,22.0,2,1,1,1,3,4000.0,0
1999.0,23.0,1,8,0,11,11,0,0,0,0,0,0,4,0,5,4.0,1.0,0,6,1,31.0,1,3,1,0,0,0,0,3,1,1,49,3,1,2,16.0,10,0,6,5,31.0,3,1,1,0,3,3000.0,0
1993.0,28.0,2,8,0,6,8,0,0,0,0,0,0,4,7,5,8.0,3.0,5,6,1,45.0,3,13,0,1,0,0,0,3,1,2,49,0,0,2,12.0,1,1,11,3,35.0,0,1,1,1,2,0.0,0
1991.0,30.0,3,8,0,9,11,0,2,2,0,2,0,1,14,5,7.0,1.0,5,1,0,30.0,3,13,1,0,0,0,0,3,1,0,49,5,0,0,18.0,10,0,6,5,32.0,3,1,1,0,2,9000.0,0
1987.0,34.0,3,8,0,6,11,0,0,0,0,2,0,1,15,5,8.0,1.0,5,6,1,43.0,3,3,1,0,0,0,0,3,1,0,49,0,0,1,20.0,4,0,6,0,42.0,3,1,8,0,2,12000.0,1
2001.0,20.0,1,8,0,9,8,0,2,0,0,2,0,3,7,5,4.0,2.0,5,6,1,26.0,3,3,1,1,0,0,2,2,2,0,49,3,0,1,20.0,10,0,6,3,26.0,3,1,1,1,2,10000.0,1
1984.0,37.0,4,8,0,6,11,2,0,2,0,0,0,2,4,5,9.0,1.0,5,6,1,39.0,3,3,1,1,0,0,0,3,1,3,49,0,0,0,19.0,4,0,6,0,39.0,3,1,8,1,2,40000.0,4
1982.0,40.0,5,8,0,6,11,2,0,2,0,2,0,1,17,5,9.0,3.0,5,6,1,40.0,3,3,1,1,0,1,0,3,2,0,49,3,1,0,20.0,10,0,7,3,39.0,2,1,8,1,2,40000.0,4
1987.0,34.0,3,8,0,6,13,2,0,0,0,0,0,1,12,5,9.0,3.0,5,6,1,34.0,3,3,1,1,0,1,0,3,1,0,49,5,2,2,26.0,8,0,7,5,34.0,2,1,8,1,2,25000.0,2
1991.0,30.0,3,8,0,6,11,0,0,0,0,0,0,2,17,5,9.0,3.0,5,6,1,33.0,0,3,0,0,0,0,0,3,1,0,49,5,1,1,21.0,4,0,6,5,33.0,3,1,8,0,2,30000.0,3
2000.0,21.0,1,8,0,6,13,0,0,2,0,2,0,2,5,5,8.0,2.0,3,1,0,21.0,0,3,1,1,1,0,1,3,2,3,49,2,1,0,23.0,5,0,6,2,23.0,3,0,6,1,3,10000.0,1
1997.0,24.0,1,8,1,4,2,2,2,2,0,0,0,2,1,5,4.0,1.0,2,6,1,28.0,1,6,1,1,1,1,2,0,1,4,1,2,0,0,17.0,1,0,6,2,28.0,3,1,1,1,5,41000.0,4
2001.0,20.0,1,8,1,6,13,2,2,2,0,0,2,1,17,5,7.0,1.0,0,5,1,66.0,1,3,1,1,1,0,2,0,1,4,1,2,1,0,20.0,7,0,6,2,27.0,3,1,7,1,3,15000.0,1
1993.0,29.0,2,8,1,6,12,2,2,2,0,0,0,1,17,5,7.0,2.0,5,6,1,42.0,3,3,1,1,1,1,2,2,1,4,49,1,2,0,23.0,4,0,6,1,42.0,3,1,10,1,2,7500.0,0
1996.0,25.0,2,8,1,6,11,2,0,2,0,0,0,1,17,5,8.0,4.0,3,6,1,39.0,0,4,1,1,1,0,2,1,1,3,13,1,0,0,19.0,10,0,6,1,39.0,3,1,10,1,3,41000.0,4
1985.0,36.0,4,8,1,5,11,0,0,0,0,0,0,4,17,5,6.0,2.0,5,6,1,51.0,3,13,1,0,0,0,0,3,1,1,19,3,0,1,24.0,11,0,6,5,51.0,3,1,8,0,2,41000.0,4
1997.0,25.0,2,8,1,5,12,2,2,0,0,0,0,1,17,5,3.0,1.0,2,6,1,27.0,1,3,1,1,1,0,2,0,1,0,43,1,0,2,16.0,11,1,8,1,27.0,0,1,5,1,1,5000.0,0
1985.0,37.0,4,8,1,6,13,2,2,2,0,0,0,1,17,5,5.0,0.0,0,6,1,45.0,0,3,1,1,0,1,0,3,1,3,4,0,0,1,13.0,11,1,8,0,45.0,0,1,11,1,3,15000.0,1
1996.0,26.0,2,8,1,6,12,2,2,0,0,0,0,1,5,5,3.0,1.0,2,6,1,35.0,1,6,1,1,1,1,0,3,1,4,1,1,0,0,18.0,9,0,6,2,45.0,3,1,10,1,1,25000.0,2
1996.0,25.0,2,8,1,6,11,2,0,0,0,0,0,1,17,5,5.0,2.0,1,6,1,29.0,1,13,1,1,1,1,0,3,1,0,47,1,2,2,24.0,8,0,6,1,45.0,3,1,11,1,4,9500.0,0
1993.0,29.0,2,8,1,6,12,2,2,2,0,0,0,1,4,5,4.0,1.0,0,6,1,34.0,1,3,1,1,1,1,2,1,1,3,23,1,0,0,18.0,9,1,7,1,35.0,0,1,10,1,3,21000.0,2
1984.0,37.0,4,8,1,6,11,2,0,0,0,0,0,1,17,5,8.0,2.0,5,6,1,36.0,3,13,1,1,0,1,0,3,1,0,12,0,0,0,17.0,1,1,1,0,36.0,0,1,9,1,2,12000.0,1
1994.0,28.0,2,8,1,6,12,2,0,2,0,0,0,2,4,5,6.0,2.0,0,6,1,40.0,1,6,1,1,1,1,2,1,1,4,4,0,0,0,14.0,10,1,7,3,40.0,0,1,10,1,3,20000.0,2
1985.0,36.0,4,8,1,6,2,2,2,2,0,2,0,2,4,5,3.0,1.0,2,6,1,31.0,1,6,1,1,1,0,2,0,1,4,13,1,1,0,14.0,10,0,8,1,31.0,2,1,10,1,5,30000.0,3
1986.0,36.0,4,8,1,6,11,2,2,2,0,0,0,1,1,5,4.0,1.0,5,6,1,47.0,3,3,1,1,0,0,0,3,1,3,14,3,0,0,16.0,10,1,11,0,47.0,0,1,1,1,2,13000.0,1
1976.0,46.0,6,8,1,0,4,2,2,2,2,0,2,2,11,5,4.0,0.0,2,6,1,49.0,1,6,1,1,1,1,2,0,4,4,14,2,0,0,16.0,7,1,7,2,50.0,0,1,7,1,5,41000.0,4
1994.0,27.0,2,8,1,6,2,2,2,2,0,0,0,2,1,5,4.0,0.0,0,6,1,45.0,1,3,1,1,0,0,0,3,1,4,13,0,0,0,13.0,7,1,11,0,45.0,0,1,10,1,3,9000.0,0
2002.0,19.0,0,8,1,6,11,2,2,2,0,0,0,1,17,5,3.0,1.0,4,6,1,25.0,1,3,1,1,1,0,2,0,2,3,12,1,0,0,15.0,11,1,9,1,23.0,0,1,10,1,4,21000.0,2
1992.0,30.0,3,8,1,4,4,2,0,2,0,0,0,2,5,5,4.0,2.0,1,6,1,33.0,1,6,1,1,1,1,2,3,1,4,46,2,1,0,22.0,8,1,8,2,33.0,0,1,7,1,4,41000.0,4
1981.0,40.0,5,8,1,4,2,2,2,2,2,0,2,2,1,5,6.0,0.0,5,6,1,45.0,0,3,1,1,1,1,0,3,1,4,16,2,0,0,18.0,4,0,6,5,40.0,3,1,7,1,2,41000.0,4
1983.0,38.0,4,8,1,6,2,2,2,2,0,0,2,2,1,5,9.0,1.0,2,1,0,36.0,1,3,1,1,1,1,2,0,2,4,7,2,1,0,16.0,7,1,7,2,39.0,0,1,10,1,1,41000.0,4
1995.0,26.0,2,8,1,6,4,2,2,2,0,0,0,2,4,5,3.0,1.0,1,6,1,31.0,3,6,1,1,1,1,2,1,1,4,49,1,0,0,16.0,8,0,6,1,31.0,3,1,8,1,4,35000.0,3
1996.0,26.0,2,8,1,6,11,2,2,2,2,2,2,2,5,5,5.0,1.0,2,6,1,34.0,1,6,1,1,1,1,2,0,1,4,2,2,0,0,15.0,7,0,6,2,34.0,3,1,7,1,1,41000.0,4
1995.0,27.0,2,8,1,6,13,2,2,2,0,0,0,0,1,5,3.0,1.0,1,6,1,28.0,1,3,0,1,0,0,0,3,1,3,23,4,0,0,20.0,7,1,7,1,28.0,0,1,10,1,4,14500.0,1
1999.0,22.0,1,8,1,6,11,2,2,0,2,0,0,0,17,5,3.0,1.0,2,6,1,27.0,1,13,1,1,0,0,1,3,1,3,49,2,0,2,17.0,11,0,6,2,27.0,3,1,7,1,1,10000.0,1
1994.0,28.0,2,8,1,4,12,2,2,2,0,0,2,2,4,7,6.0,1.0,2,6,1,37.0,1,6,1,1,1,1,2,0,1,4,7,2,0,0,21.0,3,1,4,2,37.0,0,0,7,1,1,36000.0,3
1996.0,25.0,2,8,1,5,11,2,0,0,0,0,0,0,17,5,2.0,0.0,4,6,1,38.0,1,13,1,1,1,0,2,1,1,0,49,0,0,0,18.0,11,0,7,0,30.0,2,1,5,1,6,12000.0,1
1992.0,29.0,2,8,1,6,13,2,2,2,0,2,0,1,1,5,4.0,1.0,2,6,1,35.0,1,6,1,1,1,1,2,0,1,4,5,2,0,0,25.0,7,1,7,1,35.0,0,1,7,1,1,41000.0,4
1987.0,35.0,4,8,1,5,12,2,2,2,0,0,0,4,17,5,7.0,1.0,5,6,1,40.0,3,3,1,0,0,1,0,3,1,0,0,1,0,0,22.0,9,0,6,1,40.0,3,1,7,0,2,41000.0,4
1986.0,35.0,4,8,1,6,12,0,0,0,0,2,0,0,4,5,8.0,3.0,3,6,1,37.0,1,13,1,1,0,0,0,3,2,0,45,0,0,1,20.0,10,0,6,0,37.0,3,1,10,1,3,15000.0,1
1997.0,25.0,2,8,1,4,4,2,2,2,0,0,0,2,4,5,6.0,1.0,1,6,1,28.0,1,3,1,1,1,1,2,0,1,4,13,2,0,0,20.0,8,0,6,1,27.0,3,1,7,1,4,35000.0,3
1997.0,25.0,2,8,1,6,11,2,2,0,0,0,0,2,5,5,4.0,1.0,0,6,1,35.0,3,6,1,0,0,1,0,3,4,3,47,0,0,0,16.0,1,0,6,4,35.0,3,1,1,0,3,15000.0,1
1997.0,24.0,1,8,1,4,2,2,0,0,0,0,0,1,1,5,4.0,1.0,2,6,1,26.0,1,3,1,1,1,0,2,0,1,3,0,2,0,0,15.0,11,0,6,2,26.0,3,1,7,1,1,12000.0,1
1985.0,36.0,4,8,1,6,12,2,2,2,0,0,0,2,17,5,7.0,2.0,5,6,1,48.0,0,3,1,1,1,1,1,3,4,4,43,2,0,0,17.0,7,0,6,2,48.0,3,1,7,1,2,41000.0,4
2002.0,20.0,1,8,1,6,12,2,0,0,0,2,0,1,17,5,2.0,0.0,3,6,1,30.0,0,13,0,1,0,0,0,3,1,0,47,4,0,1,14.0,10,0,6,2,30.0,3,1,10,1,3,9500.0,0
1985.0,37.0,4,8,1,4,2,2,0,2,0,0,2,2,4,5,9.0,0.0,0,6,1,44.0,1,3,1,1,1,1,2,0,1,4,12,2,2,0,19.0,7,1,8,2,44.0,0,1,7,1,3,41000.0,4
1992.0,30.0,3,8,1,6,11,2,2,2,0,0,0,2,5,5,5.0,2.0,2,6,1,28.0,1,6,1,1,1,1,0,3,4,4,34,2,0,0,19.0,1,0,6,2,28.0,3,1,9,1,1,25000.0,2
1996.0,25.0,2,8,0,9,8,0,0,0,0,0,0,4,11,7,5.0,2.0,0,6,1,40.0,1,13,1,0,1,0,0,3,2,2,49,5,0,2,16.0,4,1,1,5,40.0,0,1,7,0,3,14000.0,1
1988.0,34.0,3,8,0,9,8,0,0,0,0,2,0,4,11,7,7.0,1.0,5,6,1,32.0,3,13,1,1,0,0,0,3,1,2,49,5,0,2,13.0,1,0,6,5,32.0,3,1,10,1,2,10000.0,1
1986.0,35.0,4,8,0,9,13,0,0,0,0,2,0,4,11,11,9.0,2.0,5,6,1,40.0,3,13,1,1,0,0,0,3,2,2,10,5,0,2,16.0,4,0,6,5,36.0,3,1,1,1,2,10000.0,1
2000.0,22.0,1,8,0,13,8,0,0,0,0,0,0,4,17,7,3.0,1.0,0,6,1,26.0,1,13,0,1,0,0,0,3,1,2,18,1,0,2,14.0,11,0,6,1,26.0,3,1,5,1,3,5000.0,0
1990.0,31.0,3,8,0,9,13,0,2,0,0,2,0,1,14,5,9.0,4.0,5,6,1,45.0,3,13,1,1,0,0,0,3,2,1,49,4,0,0,19.0,7,0,6,4,45.0,3,1,7,1,2,4500.0,0
1999.0,22.0,1,8,0,9,11,0,0,0,0,0,0,4,0,5,4.0,1.0,0,6,1,22.0,0,13,0,1,0,0,0,3,1,2,49,1,0,1,14.0,4,1,7,1,22.0,0,1,7,1,3,0.0,0
1984.0,37.0,4,8,0,9,13,0,2,0,0,2,0,1,1,5,8.0,1.0,5,6,1,48.0,3,13,1,1,0,1,0,3,4,0,22,1,0,0,25.0,8,0,6,0,45.0,3,1,8,1,2,25000.0,2
2000.0,22.0,1,8,0,8,12,0,0,0,0,0,0,4,0,5,3.0,1.0,0,6,1,26.0,0,13,1,1,0,0,0,3,1,2,49,1,2,1,15.0,1,0,6,1,26.0,3,1,1,1,3,10000.0,1
1992.0,30.0,3,8,0,13,10,0,0,0,0,0,0,4,0,5,4.0,0.0,5,6,1,42.0,3,13,1,1,0,1,0,3,2,2,14,0,2,2,22.0,2,0,6,0,42.0,3,1,1,1,2,10000.0,1
1992.0,30.0,3,8,0,15,11,0,0,0,0,0,0,4,0,5,8.0,2.0,5,6,1,40.0,3,13,1,0,0,0,0,3,1,2,49,0,2,2,20.0,4,0,6,0,40.0,3,1,5,0,2,10000.0,1
1973.0,49.0,6,8,0,11,13,0,0,0,0,0,0,4,0,5,6.0,3.0,4,6,1,52.0,1,13,1,1,0,0,0,3,2,2,49,1,0,2,16.0,7,1,7,1,52.0,1,1,7,1,4,10000.0,1
1987.0,35.0,4,8,0,11,8,0,0,0,0,0,0,4,0,5,7.0,2.0,5,6,1,46.0,3,13,1,1,0,0,0,3,1,2,24,5,2,2,18.0,4,0,6,5,40.0,3,1,1,1,2,10000.0,1
1988.0,34.0,3,8,0,5,11,2,2,0,0,2,0,4,4,5,4.0,0.0,2,6,1,35.0,1,13,1,1,0,1,1,3,1,1,9,3,0,2,16.0,7,1,7,3,34.0,0,1,8,1,1,15000.0,1
2000.0,22.0,1,8,0,6,12,0,0,0,0,0,0,4,0,5,6.0,2.0,5,6,1,25.0,3,13,1,0,0,0,0,3,1,2,49,3,2,2,17.0,10,0,6,5,23.0,3,1,8,0,2,25000.0,2
2003.0,19.0,0,8,1,6,11,2,0,0,0,0,0,4,0,5,3.0,1.0,5,6,1,30.0,3,13,1,1,0,0,0,3,4,0,49,0,0,1,20.0,4,0,6,5,42.0,3,1,1,1,2,2500.0,0
1986.0,36.0,4,8,1,6,13,2,0,2,0,2,0,2,1,5,7.0,2.0,1,6,1,44.0,1,3,1,1,1,0,2,1,1,3,49,2,2,0,17.0,7,0,6,2,44.0,3,1,7,1,4,22000.0,2
1987.0,35.0,4,8,1,6,12,2,2,2,2,2,0,2,5,5,5.0,0.0,5,6,1,40.0,0,13,1,1,1,1,0,3,4,4,49,1,1,0,22.0,8,0,6,1,40.0,3,1,8,1,2,41000.0,4
1982.0,39.0,4,25,1,6,13,2,0,2,0,0,0,1,4,5,4.0,0.0,0,6,1,43.0,0,13,1,1,1,1,1,3,2,3,49,1,2,0,20.0,7,1,7,4,45.0,0,0,1,1,3,500.0,0
1976.0,45.0,6,25,1,9,13,0,2,2,0,2,0,1,17,5,3.0,0.0,0,6,1,48.0,1,13,1,1,1,0,0,3,4,0,49,3,0,0,15.0,1,1,1,0,48.0,0,1,1,1,3,4000.0,0
1996.0,26.0,2,25,0,5,12,0,0,2,0,0,0,0,17,5,4.0,1.0,3,6,1,39.0,3,13,1,0,0,0,0,3,2,1,49,0,2,1,27.5,1,0,1,4,36.0,2,0,6,0,3,10000.0,1
1995.0,26.0,2,25,0,6,13,2,2,2,0,2,0,0,17,5,4.0,0.0,4,6,1,34.0,1,13,1,1,1,1,2,0,0,3,49,4,0,0,25.0,8,1,1,4,34.0,0,1,1,1,4,3000.0,0
1990.0,31.0,3,25,0,0,6,2,2,0,0,0,2,2,14,0,5.0,2.0,2,6,1,33.0,1,6,1,1,1,1,2,0,1,3,0,2,0,0,27.5,7,1,2,2,33.0,0,1,7,1,5,10000.0,1
1982.0,39.0,4,25,0,6,4,2,2,2,0,2,0,1,4,5,5.0,1.0,1,6,1,43.0,1,6,1,1,1,1,2,0,2,3,49,3,0,0,22.0,11,1,7,3,43.0,0,1,10,1,4,1000.0,0
1996.0,25.0,2,25,0,2,9,1,1,1,1,1,1,5,10,6,3.0,0.0,1,6,1,34.0,1,9,1,1,0,0,0,3,2,3,34,1,0,0,25.0,1,1,1,1,36.0,0,1,7,1,4,15000.0,1
1996.0,25.0,2,25,0,7,11,2,2,2,0,0,0,4,17,5,4.0,2.0,3,6,1,33.0,3,13,0,1,0,0,0,3,1,0,49,0,0,0,12.0,1,1,1,5,33.0,0,1,1,1,3,10000.0,1
1984.0,38.0,4,25,0,1,13,2,2,2,0,0,0,1,17,5,3.0,0.0,0,6,1,35.0,1,6,1,1,0,1,1,3,1,3,49,1,0,0,15.0,7,1,11,0,35.0,0,1,7,1,3,20000.0,2
1995.0,26.0,2,25,1,11,11,2,2,2,0,0,0,1,17,5,2.0,0.0,1,6,1,27.0,1,3,1,1,1,1,2,1,1,3,43,1,0,0,20.0,1,1,1,1,27.0,0,1,10,1,4,10000.0,1
1998.0,24.0,1,25,1,2,9,1,1,1,1,1,1,5,10,6,2.0,0.0,2,6,1,30.0,1,9,1,1,1,1,2,0,1,4,1,2,0,0,18.0,7,0,8,2,30.0,2,1,4,1,1,30000.0,3
1978.0,44.0,5,25,1,4,4,2,2,2,0,0,0,1,5,5,4.0,1.0,2,6,1,45.0,1,13,1,1,1,1,2,1,2,4,11,2,0,0,19.0,7,1,7,2,45.0,0,1,7,1,1,41000.0,4
2001.0,20.0,1,25,1,6,12,2,2,0,0,0,0,1,17,5,3.0,1.0,4,6,1,22.0,1,6,1,1,0,0,0,3,2,3,23,1,0,0,9.0,4,0,1,1,23.0,2,1,3,1,4,17000.0,1
1997.0,24.0,1,25,0,13,12,0,0,0,0,0,0,4,17,5,6.0,2.0,3,6,1,31.0,3,13,0,0,0,0,0,3,4,2,49,5,0,0,15.0,8,0,1,5,31.0,2,1,7,0,3,10000.0,1
2002.0,19.0,0,25,0,13,8,0,0,0,0,0,0,4,17,5,4.0,2.0,3,6,1,38.0,1,13,0,0,0,0,0,3,1,2,49,3,0,0,20.0,1,1,1,3,20.0,0,0,1,0,3,6000.0,0
1982.0,39.0,4,25,0,13,12,0,0,0,0,0,0,1,17,5,7.0,1.0,3,6,1,43.0,1,13,1,1,1,0,2,1,1,1,49,3,0,0,18.0,2,0,1,3,43.0,2,1,1,1,3,1000.0,0
1997.0,24.0,1,25,0,13,11,0,2,0,0,0,0,0,17,5,3.0,1.0,3,6,1,26.0,1,13,0,0,0,0,0,3,2,1,49,2,0,0,19.0,7,1,7,1,25.0,0,1,7,0,3,6000.0,0
1986.0,36.0,4,25,0,13,11,2,0,2,0,0,0,1,17,5,6.0,2.0,3,6,1,38.0,3,13,1,1,0,1,1,3,1,0,49,3,0,0,25.0,9,1,9,3,38.0,0,1,7,1,3,500.0,0
1975.0,47.0,6,25,0,13,13,0,0,0,0,0,0,1,17,5,2.0,0.0,3,6,1,52.0,1,13,1,1,0,0,0,3,1,1,49,0,0,2,25.0,7,1,2,0,52.0,0,1,7,1,3,2000.0,0
1984.0,38.0,4,25,0,13,12,0,0,0,0,0,0,4,17,5,3.0,0.0,0,1,0,38.0,1,3,1,1,0,0,0,3,4,2,49,3,0,0,13.0,8,0,1,0,48.0,2,1,1,1,3,9000.0,0
1978.0,44.0,5,25,0,13,11,0,0,0,0,0,0,1,17,5,3.0,0.0,0,6,1,52.0,1,13,1,1,0,0,0,3,1,1,49,4,0,0,14.0,1,1,1,4,49.0,0,1,1,1,3,1500.0,0
1989.0,33.0,3,25,0,3,12,2,0,0,0,0,0,1,17,5,6.0,1.0,3,6,1,43.0,1,13,0,0,0,0,0,3,4,0,16,0,1,0,15.0,8,1,1,0,43.0,0,0,7,0,3,6000.0,0
1979.0,43.0,5,25,0,5,11,0,2,0,0,0,0,4,17,5,6.0,0.0,5,6,1,51.0,3,13,1,1,0,0,0,3,1,1,49,3,0,1,15.0,6,1,1,3,51.0,0,1,1,1,2,3000.0,0
1987.0,34.0,3,25,0,11,12,0,2,0,0,0,0,1,17,5,3.0,1.0,1,6,1,40.0,1,13,0,0,0,0,2,3,2,0,49,1,0,0,15.0,1,1,7,1,40.0,0,1,1,0,4,1000.0,0
1976.0,45.0,6,25,0,6,12,0,2,0,0,0,0,4,7,5,4.0,0.0,3,6,1,49.0,1,13,0,1,0,0,0,3,1,1,49,0,0,0,18.0,11,1,1,3,50.0,0,1,11,1,3,21000.0,2
1993.0,28.0,2,25,0,11,12,0,0,0,0,0,0,4,7,5,5.0,0.0,3,6,1,30.0,1,13,0,1,0,0,0,3,1,2,49,5,2,2,15.0,1,0,1,3,30.0,2,1,1,1,3,0.0,0
1984.0,38.0,4,25,0,11,12,0,2,2,0,2,0,4,17,5,6.0,1.0,3,6,1,43.0,1,13,0,1,0,0,2,1,3,1,27,1,0,0,15.0,1,1,8,1,43.0,0,1,1,1,3,4000.0,0
1984.0,38.0,4,25,0,13,12,0,0,2,0,0,0,4,17,5,6.0,0.0,3,6,1,44.0,1,3,1,1,0,0,0,3,2,0,49,3,0,0,17.0,4,1,1,3,37.0,1,1,1,1,3,6000.0,0
2002.0,20.0,1,25,0,13,12,0,2,2,2,0,0,0,17,5,3.0,1.0,4,6,1,22.0,1,3,1,1,1,0,2,1,1,0,49,3,0,0,18.0,1,0,6,0,22.0,3,1,11,1,4,10000.0,1
1981.0,40.0,5,25,1,12,13,2,2,2,0,2,2,0,5,5,5.0,1.0,2,6,1,45.0,1,13,1,1,1,1,2,1,2,4,2,2,0,0,18.0,8,1,8,2,44.0,0,1,8,1,1,41000.0,4
